BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,YR_RMDL,SALEDATE,PRICE,SALE_NUM,GBA,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,CENSUS_TRACT
1,1,Y,1,5,2,1984,1/8/16 0:00,990000,3,1218,Superior,Good,Common Brick,Metal- Sms,Hardwood,1,0,1054,3410 O STREET NW,WASHINGTON,DC,20007,202
4,1,Y,1,6,3,2011,1/8/16 0:00,,3,2406,Excellent,Very Good,Common Brick,Metal- Sms,Hardwood,1,2,1267,3506 WINFIELD LANE NW,WASHINGTON,DC,20007,202
4,1,Y,1,11,5,,1/8/16 0:00,1752750,4,4147,Very Good,Average,Common Brick,Slate,Hardwood,2,3,11807,2915 FOXHALL ROAD NW,WASHINGTON,DC,20016,801
3,1,Y,1,8,4,1986,1/8/16 0:00,875000,2,2213,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,3700,3611 JENIFER STREET NW,WASHINGTON,DC,20015,1402
2,0,Y,1,6,3,,1/8/16 0:00,,5,1364,Average,Average,Common Brick,Built Up,Hardwood,1,0,1350,4910 7TH STREET NW,WASHINGTON,DC,20011,2201
3,1,Y,1,10,3,2011,1/8/16 0:00,,4,1616,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,2250,3815 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20011,2400
1,0,N,1,7,3,,1/8/16 0:00,501000,5,1240,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1500,730 TAYLOR STREET NW,WASHINGTON,DC,20011,2400
2,0,Y,1,8,3,2004,1/8/16 0:00,,4,2624,Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,5850,6600 2ND STREET NW,WASHINGTON,DC,20012,1702
1,1,N,1,7,3,,1/8/16 0:00,330000,4,1118,Average,Average,Common Brick,Built Up,Hardwood,1,0,2040,5818 8TH STREET NE,WASHINGTON,DC,20011,9507
1,1,Y,1,8,4,1976,1/8/16 0:00,440000,2,1310,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,1728,2628 10TH STREET NE,WASHINGTON,DC,20018,9302
3,1,Y,1,7,4,,1/8/16 0:00,,3,1384,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,950,166 CONCORD PLACE NE,WASHINGTON,DC,20011,9505
2,1,Y,1,7,4,2015,1/8/16 0:00,599000,5,1924,Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,4375,3013 20TH STREET NE,WASHINGTON,DC,20018,11100
4,1,Y,1,7,4,2008,1/8/16 0:00,760000,2,2065,Above Average,Very Good,Brick/Siding,Slate,Hardwood,1,1,3685,4103 18TH PLACE NE,WASHINGTON,DC,20018,9400
2,1,Y,1,7,3,2015,1/8/16 0:00,340000,3,960,Average,Good,Common Brick,Built Up,Hardwood,1,0,1456,3337 ALDEN PLACE NE,WASHINGTON,DC,20019,9604
1,0,Y,,4,1,2015,1/8/16 0:00,224800,1,,,,,,,,0,440,,,,20011,2202
1,1,Y,,5,2,,1/8/16 0:00,,2,,,,,,,,1,155,,,,20037,5500
2,0,N,,3,1,2003,1/8/16 0:00,416000,5,,,,,,,,0,528,,,,20016,701
2,1,Y,,4,2,2015,1/8/16 0:00,725000,2,,,,,,,,0,482,,,,20001,4600
1,0,Y,,3,1,,1/8/16 0:00,354000,4,,,,,,,,0,141,,,,20001,3500
2,1,Y,,5,2,2016,1/8/16 0:00,589000,2,,,,,,,,0,788,,,,20002,10600
1,0,Y,,3,1,,1/8/16 0:00,379000,4,,,,,,,,0,325,,,,20024,10500
2,0,Y,,6,3,,1/8/16 0:00,750000,2,,,,,,,,0,541,,,,20008,1302
1,1,Y,,3,1,,1/8/16 0:00,,3,,,,,,,,0,119,,,,20001,5800
2,1,Y,1,7,3,2003,1/11/16 0:00,949900,5,1530,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,1241,1434 FLORIDA AVENUE NW,WASHINGTON,DC,20009,4300
1,0,Y,1,6,3,,1/11/16 0:00,,2,1856,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,2100,804 9TH STREET NE,WASHINGTON,DC,20002,8410
2,1,Y,1,8,3,1991,1/11/16 0:00,,2,1832,Good Quality,Fair,Common Brick,Comp Shingle,Hardwood,1,1,4000,4428 45TH STREET NW,WASHINGTON,DC,20016,1001
2,1,Y,1,7,3,,1/11/16 0:00,825000,2,1386,Above Average,Very Good,Common Brick,Built Up,Wood Floor,2,0,2068,4419 HARRISON STREET NW,WASHINGTON,DC,20015,1001
4,1,Y,1,11,6,2017,1/11/16 0:00,1350000,2,2430,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1,1,8215,3711 RENO ROAD NW,WASHINGTON,DC,20008,600
4,1,Y,1,8,6,2012,1/11/16 0:00,1975000,3,3195,Excellent,Good,Wood Siding,Comp Shingle,Hardwood,1,3,5330,3031 NEWARK STREET NW,WASHINGTON,DC,20008,600
3,1,Y,1,7,4,2009,1/11/16 0:00,789000,4,1641,Average,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1500,1424 PARKWOOD PLACE NW,WASHINGTON,DC,20010,2801
2,2,Y,1,6,3,,1/11/16 0:00,,3,1952,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1,1,5503,7254 15TH PLACE NW,WASHINGTON,DC,20012,1600
1,2,N,1,9,4,,1/11/16 0:00,460000,2,1660,Average,Average,Common Brick,Slate,Hardwood,1,1,3359,6015 5TH STREET NW,WASHINGTON,DC,20011,1902
1,0,N,1,5,2,,1/11/16 0:00,350000,4,986,Average,Average,Common Brick,Comp Shingle,Carpet,1,0,3014,5055 8TH STREET NE,WASHINGTON,DC,20017,9509
1,2,N,1,10,4,,1/11/16 0:00,444440,2,2875,Above Average,Fair,Shingle,Comp Shingle,Hardwood,1,1,8742,3017 16TH STREET NE,WASHINGTON,DC,20018,9301
1,0,Y,1,5,2,2014,1/11/16 0:00,249000,3,832,Average,Good,Common Brick,Slate,Hardwood,1,0,1474,329 35TH STREET NE,WASHINGTON,DC,20019,9604
3,1,Y,1,7,5,,1/11/16 0:00,345000,5,2024,Average,Average,Vinyl Siding,Comp Shingle,Carpet,1,0,3188,813 1/2 48TH PLACE NE,WASHINGTON,DC,20019,7809
1,0,Y,1,5,2,,1/11/16 0:00,240900,3,1152,Average,Average,Common Brick,Built Up,Hardwood,1,0,2833,4005 CLAY PLACE NE,WASHINGTON,DC,20019,9603
3,1,Y,1,9,4,2015,1/11/16 0:00,570000,3,2040,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,2,8994,3605 SUITLAND ROAD SE,WASHINGTON,DC,20020,7603
2,1,Y,1,7,3,,1/11/16 0:00,263000,3,1200,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,1680,2009 TREMONT STREET SE,WASHINGTON,DC,20020,7409
2,1,Y,1,6,3,,1/11/16 0:00,279900,4,1224,Above Average,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1828,807 H R DRIVE SE,WASHINGTON,DC,20032,9700
2,0,Y,,8,4,2015,1/11/16 0:00,450000,1,,,,,,,,0,1040,,,,20011,2202
3,1,Y,,6,3,,1/11/16 0:00,880000,2,,,,,,,,0,753,,,,20002,8410
2,0,Y,,4,2,1979,1/11/16 0:00,,3,,,,,,,,0,1105,,,,20007,702
1,0,Y,,4,1,2006,1/11/16 0:00,,6,,,,,,,,0,214,,,,20005,5201
1,0,Y,,3,1,1986,1/11/16 0:00,,6,,,,,,,,1,288,,,,20009,4202
2,1,Y,,4,2,1981,1/11/16 0:00,600000,3,,,,,,,,1,454,,,,20009,5301
1,0,Y,,2,1,1983,1/11/16 0:00,245500,4,,,,,,,,0,81,,,,20005,5201
2,0,Y,,4,2,,1/11/16 0:00,395000,2,,,,,,,,0,616,,,,20002,7901
2,0,Y,,4,2,,1/11/16 0:00,395000,2,,,,,,,,0,616,,,,20002,7901
1,0,Y,,4,1,1973,1/11/16 0:00,225000,2,,,,,,,,0,530,,,,20016,701
1,0,Y,,3,1,,1/11/16 0:00,399555,3,,,,,,,,0,207,,,,20005,10100
1,0,Y,,3,1,2015,1/11/16 0:00,195000,2,,,,,,,,0,317,,,,20010,2802
1,0,Y,,4,1,,1/11/16 0:00,219100,2,,,,,,,,0,191,,,,20009,3700
2,0,Y,,4,2,,1/11/16 0:00,480000,2,,,,,,,,0,363,,,,20002,9203
1,0,Y,,4,1,2008,1/11/16 0:00,288400,4,,,,,,,,0,843,,,,20011,2502
2,0,Y,,5,2,2007,1/11/16 0:00,645000,2,,,,,,,,1,976,,,,20002,10600
1,0,Y,,3,1,1984,1/11/16 0:00,230000,2,,,,,,,,0,517,,,,20001,4701
1,0,N,,4,2,1980,1/11/16 0:00,,3,,,,,,,,0,313,,,,20009,4001
1,0,Y,,3,1,2015,1/11/16 0:00,349900,2,,,,,,,,0,617,,,,20008,600
2,0,Y,,4,2,,1/11/16 0:00,541000,3,,,,,,,,0,731,,,,20001,4802
3,1,Y,1,14,5,2009,1/12/16 0:00,33232,3,3465,Very Good,Very Good,Common Brick,Built Up,Hardwood,1,3,2090,1441 Q STREET NW,WASHINGTON,DC,20009,5201
1,0,N,1,6,3,,1/12/16 0:00,901530,2,2764,Good Quality,Poor,Common Brick,Built Up,Hardwood,1,0,3962,1533 9TH STREET NW,WASHINGTON,DC,20001,4901
3,1,Y,1,4,3,2010,1/12/16 0:00,1467500,7,2464,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,0,2000,1909 12TH STREET NW,WASHINGTON,DC,20009,4400
1,0,Y,1,5,2,2004,1/12/16 0:00,,4,726,Average,Good,Common Brick,Built Up,Hardwood,1,0,720,927 8TH STREET NE,WASHINGTON,DC,20002,8410
2,1,Y,1,6,2,2002,1/12/16 0:00,1240000,4,1818,Superior,Good,Common Brick,Built Up,Hardwood,1,1,900,1310 29TH STREET NW,WASHINGTON,DC,20007,100
3,1,Y,1,5,4,1989,1/12/16 0:00,1500000,3,3602,Superior,Average,Common Brick,Metal- Sms,Hardwood,1,0,3117,3149 O STREET NW,WASHINGTON,DC,20007,100
2,1,N,1,8,3,2011,1/12/16 0:00,,3,2020,Excellent,Average,Common Brick,Comp Shingle,Hardwood,1,1,3750,3812 GARFIELD STREET NW,WASHINGTON,DC,20007,701
2,1,Y,1,7,4,,1/12/16 0:00,,2,1896,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,7475,3544 APPLETON STREET NW,WASHINGTON,DC,20008,1200
1,0,N,1,6,3,,1/12/16 0:00,,2,1540,Good Quality,Average,Common Brick,Slate,Hardwood,1,1,2844,3404 QUESADA STREET NW,WASHINGTON,DC,20015,1401
5,1,Y,1,10,6,2015,1/12/16 0:00,2060000,2,3990,Excellent,Very Good,Common Brick,Comp Shingle,Hardwood,1,4,7500,6238 29TH STREET NW,WASHINGTON,DC,20015,1500
2,1,Y,1,9,4,2001,1/12/16 0:00,,4,1432,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,2400,2799 28TH STREET NW,WASHINGTON,DC,20008,502
3,1,N,1,7,4,2016,1/12/16 0:00,,3,1736,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,7150,7538 14TH STREET NW,WASHINGTON,DC,20012,1600
2,1,N,2,9,4,,1/12/16 0:00,,2,1836,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2,1,1960,5711 9TH STREET NW,WASHINGTON,DC,20011,2101
1,0,N,1,7,2,,1/12/16 0:00,425000,4,1400,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1710,415 DECATUR STREET NW,WASHINGTON,DC,20011,2202
1,1,N,1,6,3,,1/12/16 0:00,,3,1734,Good Quality,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,1344,46 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20001,3302
1,1,N,1,7,3,,1/12/16 0:00,,3,1360,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1800,326 TAYLOR STREET NW,WASHINGTON,DC,20011,2301
1,1,N,1,6,3,,1/12/16 0:00,,4,1122,Average,Average,Common Brick,Built Up,Hardwood,1,0,2970,1238 DELAFIELD PLACE NE,WASHINGTON,DC,20017,9503
1,1,Y,1,6,3,,1/12/16 0:00,,2,1056,Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1440,1339 DOWNING STREET NE,WASHINGTON,DC,20018,9102
4,0,N,4,16,4,,1/12/16 0:00,449000,2,3132,Average,Average,Common Brick,Built Up,Hardwood,4,0,3234,1254 MEIGS PLACE NE,WASHINGTON,DC,20002,8804
2,1,N,1,7,3,1989,1/12/16 0:00,,3,2210,Above Average,Good,Common Brick,Slate,Hardwood/Carp,1,1,7948,4030 19TH STREET NE,WASHINGTON,DC,20018,9400
2,1,N,1,7,3,,1/12/16 0:00,445000,2,1232,Above Average,Good,Common Brick,Slate,Hardwood,1,2,2925,4005 18TH STREET NE,WASHINGTON,DC,20018,9400
2,1,Y,1,6,3,2003,1/12/16 0:00,485000,3,994,Average,Average,Common Brick,Built Up,Hardwood,1,0,867,1657 KRAMER STREET NE,WASHINGTON,DC,20002,7901
4,0,Y,4,16,10,2006,1/12/16 0:00,400000,6,3600,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,4,0,7437,3141 BUENA VISTA TERRACE SE,WASHINGTON,DC,20020,7502
1,0,N,1,6,2,,1/12/16 0:00,,2,800,Average,Average,Common Brick,Built Up,Hardwood,1,0,1249,2321 POMEROY ROAD SE,WASHINGTON,DC,20020,7407
2,1,Y,1,7,3,2016,1/12/16 0:00,282000,4,912,Average,Good,Common Brick,Built Up,Hardwood,1,0,2114,4033 MARTIN LUTHER KING JR AVENUE SW,WASHINGTON,DC,20032,9807
1,0,Y,,4,1,1987,1/12/16 0:00,53000,2,,,,,,,,0,1257,,,,20032,9804
2,1,Y,,5,2,,1/12/16 0:00,940000,3,,,,,,,,0,568,,,,20016,801
2,0,Y,,5,2,1978,1/12/16 0:00,,3,,,,,,,,0,892,,,,20016,801
1,0,Y,,3,1,1983,1/12/16 0:00,,4,,,,,,,,1,356,,,,20037,5500
1,0,Y,,3,1,1978,1/12/16 0:00,278000,2,,,,,,,,0,76,,,,20009,5301
1,1,Y,,4,1,1979,1/12/16 0:00,510500,2,,,,,,,,1,374,,,,20009,4202
2,0,Y,,5,2,,1/12/16 0:00,281400,2,,,,,,,,0,2624,,,,20020,7407
2,0,Y,,6,3,,1/12/16 0:00,299900,2,,,,,,,,0,2788,,,,20020,7407
2,0,Y,,5,2,,1/12/16 0:00,281400,2,,,,,,,,0,2624,,,,20020,7407
2,0,Y,,4,2,,1/12/16 0:00,1000000,3,,,,,,,,0,536,,,,20016,1001
1,0,Y,,3,1,2005,1/12/16 0:00,369999,6,,,,,,,,1,1027,,,,20016,1002
1,0,Y,,3,1,,1/12/16 0:00,,3,,,,,,,,0,250,,,,20016,1001
2,0,Y,,5,2,,1/12/16 0:00,800000,5,,,,,,,,0,206,,,,20005,5201
1,1,Y,,4,1,2005,1/12/16 0:00,486250,2,,,,,,,,1,158,,,,20009,4400
2,0,Y,,5,2,,1/12/16 0:00,,3,,,,,,,,0,434,,,,20009,3700
1,0,Y,,3,1,,1/12/16 0:00,399900,2,,,,,,,,0,223,,,,20002,8402
2,0,Y,,4,2,,1/12/16 0:00,519350,1,,,,,,,,0,380,,,,20002,9203
2,0,Y,,4,2,2006,1/12/16 0:00,480000,5,,,,,,,,0,794,,,,20009,3000
1,0,Y,,3,1,2006,1/12/16 0:00,475000,3,,,,,,,,0,132,,,,20001,4902
2,0,Y,,4,2,2007,1/12/16 0:00,507500,3,,,,,,,,1,370,,,,20001,4802
3,0,N,2,10,5,2007,1/13/16 0:00,,2,1727,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2,1,2200,649 SOUTH CAROLINA AVENUE SE,WASHINGTON,DC,20003,7000
3,0,0,3,9,3,2016,1/13/16 0:00,950000,2,1304,Good Quality,Good,Common Brick,Built Up,Hardwood,3,1,786,719 E STREET SE,WASHINGTON,DC,20003,7000
2,1,Y,1,7,3,2005,1/13/16 0:00,1620000,4,1920,Excellent,Very Good,Wood Siding,Built Up,Hardwood,1,2,2400,1424 35TH STREET NW,WASHINGTON,DC,20007,202
3,1,Y,1,6,3,,1/13/16 0:00,,2,1412,Very Good,Average,Common Brick,Comp Shingle,Wood Floor,1,1,1129,4315 EMBASSY PARK DRIVE NW,WASHINGTON,DC,20016,801
2,0,N,1,8,4,,1/13/16 0:00,,2,1824,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,3900,3920 MORRISON STREET NW,WASHINGTON,DC,20015,1100
1,1,N,1,5,3,1986,1/13/16 0:00,700000,2,1250,Above Average,Average,Wood Siding,Slate,Hardwood,1,1,4293,6211 BROAD BRANCH ROAD NW,WASHINGTON,DC,20015,1500
2,2,Y,1,8,4,2015,1/13/16 0:00,686000,2,1960,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,2000,1430 CRITTENDEN STREET NW,WASHINGTON,DC,20011,2501
2,0,N,1,6,3,,1/13/16 0:00,,2,1356,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,1748,5323 2ND STREET NW,WASHINGTON,DC,20011,2102
2,0,Y,1,6,3,2004,1/13/16 0:00,614000,4,1276,Above Average,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,2300,1004 SIGSBEE PLACE NE,WASHINGTON,DC,20017,9504
4,0,Y,1,6,3,2007,1/13/16 0:00,555500,3,1750,Average,Good,Wood Siding,Comp Shingle,Hardwood/Carp,1,0,6387,2223 PERRY STREET NE,WASHINGTON,DC,20018,9400
4,0,N,4,12,6,,1/13/16 0:00,220000,3,2532,Average,Average,Common Brick,Built Up,Hardwood,4,0,2150,846 48TH STREET NE,WASHINGTON,DC,20019,7809
2,2,Y,1,7,3,,1/13/16 0:00,155000,2,1652,Above Average,Average,Concrete Block,Shake,Carpet,1,0,2865,923 BARNABY STREET SE,WASHINGTON,DC,20032,9700
2,1,Y,1,6,3,,1/13/16 0:00,214900,2,1224,Above Average,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1708,851 H R DRIVE SE,WASHINGTON,DC,20032,9700
1,0,Y,,4,1,,1/13/16 0:00,282000,2,,,,,,,,0,190,,,,20392,400
1,0,Y,,3,1,,1/13/16 0:00,229000,3,,,,,,,,0,772,,,,20007,802
1,0,Y,,3,1,,1/13/16 0:00,389900,1,,,,,,,,0,292,,,,20002,8402
1,0,Y,,2,0,1983,1/13/16 0:00,179900,4,,,,,,,,0,68,,,,20005,5201
2,1,Y,,6,3,,1/13/16 0:00,359900,2,,,,,,,,0,3343,,,,20020,7407
2,0,Y,,6,3,,1/13/16 0:00,293900,2,,,,,,,,0,2788,,,,20020,7407
1,0,Y,,4,1,2005,1/13/16 0:00,310000,3,,,,,,,,0,603,,,,20007,300
1,0,Y,,4,1,2003,1/13/16 0:00,289000,3,,,,,,,,1,220,,,,20009,3600
1,0,Y,,4,1,1984,1/13/16 0:00,392500,3,,,,,,,,1,187,,,,20002,8301
4,0,N,4,12,4,2016,1/14/16 0:00,1630000,5,3016,Good Quality,Average,Brick/Stone,Metal- Sms,Hardwood,4,0,854,1261 21ST STREET NW,WASHINGTON,DC,20036,5500
1,1,N,1,6,3,1988,1/14/16 0:00,575000,2,1280,Above Average,Average,Common Brick,Built Up,Wood Floor,1,0,1274,718 K STREET NE,WASHINGTON,DC,20002,10600
1,1,Y,1,6,2,1974,1/14/16 0:00,,3,1422,Above Average,Average,Common Brick,Slate,Hardwood,1,0,1073,38 16TH STREET SE,WASHINGTON,DC,20003,6801
4,1,Y,1,12,4,2012,1/14/16 0:00,,2,3739,Very Good,Good,Brick Veneer,Comp Shingle,Hardwood/Carp,1,2,15777,5107 52ND COURT NW,WASHINGTON,DC,20016,901
2,1,Y,1,6,3,2013,1/14/16 0:00,,3,1848,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,5475,4841 ALBEMARLE STREET NW,WASHINGTON,DC,20016,1001
2,1,Y,1,6,3,2017,1/14/16 0:00,980000,2,1726,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1,1,4868,3523 EDMUNDS STREET NW,WASHINGTON,DC,20007,400
3,0,N,1,10,4,,1/14/16 0:00,,3,1663,Very Good,Fair,Common Brick,Slate,Hardwood,1,1,6587,5711 27TH STREET NW,WASHINGTON,DC,20015,1500
3,0,Y,1,9,5,2015,1/14/16 0:00,1115000,3,2407,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,7261,1445 MANCHESTER LANE NW,WASHINGTON,DC,20011,2001
2,2,N,1,7,4,,1/14/16 0:00,667000,3,1975,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1490,1468 NEWTON STREET NW,WASHINGTON,DC,20010,2802
3,2,Y,1,10,4,2015,1/14/16 0:00,801500,3,1600,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1550,4010 MARLBORO PLACE NW,WASHINGTON,DC,20011,2301
2,1,Y,1,6,3,2015,1/14/16 0:00,599900,4,1260,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,822,204 CHANNING STREET NE,WASHINGTON,DC,20002,9203
1,0,Y,1,5,2,,1/14/16 0:00,320000,3,928,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1937,513 PEABODY STREET NE,WASHINGTON,DC,20011,9505
4,0,N,4,16,4,,1/14/16 0:00,585000,2,2856,Average,Average,Common Brick,Built Up,Hardwood,4,0,2896,1243 QUEEN STREET NE,WASHINGTON,DC,20002,8802
2,1,Y,1,6,3,,1/14/16 0:00,271000,3,1520,Average,Very Good,Vinyl Siding,Comp Shingle,Carpet,1,0,2520,1837 CENTRAL PLACE NE,WASHINGTON,DC,20002,8803
2,0,Y,1,6,3,,1/14/16 0:00,,2,1271,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,3133,1341 RITCHIE PLACE NE,WASHINGTON,DC,20017,9503
4,0,N,4,12,5,2006,1/14/16 0:00,520700,6,3232,Average,Good,Common Brick,Built Up,Hardwood/Carp,4,0,2890,1715 CAPITOL AVENUE NE,WASHINGTON,DC,20002,8803
2,0,Y,1,8,4,,1/14/16 0:00,,2,1634,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,5250,2100 31ST PLACE SE,WASHINGTON,DC,20020,7604
1,0,Y,,2,0,1980,1/14/16 0:00,,4,,,,,,,,0,137,,,,20037,5600
1,0,Y,,2,1,1989,1/14/16 0:00,349555,2,,,,,,,,0,108,,,,20009,4202
3,1,Y,,7,4,2015,1/14/16 0:00,825000,2,,,,,,,,0,1299,,,,20010,3100
1,0,Y,,3,1,2006,1/14/16 0:00,312000,3,,,,,,,,0,238,,,,20001,4901
2,0,Y,,4,2,2012,1/14/16 0:00,649000,3,,,,,,,,0,344,,,,20009,4002
2,0,Y,,4,2,2007,1/14/16 0:00,555399,2,,,,,,,,0,451,,,,20009,3800
1,0,Y,,4,1,2002,1/14/16 0:00,470500,2,,,,,,,,0,314,,,,20009,2802
1,0,Y,,3,1,,1/14/16 0:00,480000,4,,,,,,,,0,95,,,,20001,5900
1,0,Y,,4,2,,1/14/16 0:00,490000,2,,,,,,,,0,223,,,,20002,8402
1,0,Y,,3,1,,1/14/16 0:00,424900,2,,,,,,,,0,213,,,,20002,8402
1,0,Y,,2,0,2006,1/14/16 0:00,288000,3,,,,,,,,0,205,,,,20024,10500
2,1,Y,,6,3,2016,1/14/16 0:00,635000,2,,,,,,,,0,1227,,,,20003,6801
1,0,Y,,2,0,1980,1/14/16 0:00,,4,,,,,,,,0,160,,,,20008,501
1,0,Y,,4,1,,1/14/16 0:00,,5,,,,,,,,0,178,,,,20008,501
2,1,Y,,5,2,1981,1/14/16 0:00,690000,3,,,,,,,,1,717,,,,20009,4002
4,1,Y,1,12,5,2015,1/15/16 0:00,1200000,3,2831,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,6900,2938 KANAWHA STREET NW,WASHINGTON,DC,20015,1402
3,1,Y,1,8,3,1999,1/15/16 0:00,,4,2896,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,2,2376,2543 WATERSIDE DRIVE NW,WASHINGTON,DC,20008,4100
5,2,Y,1,10,4,2014,1/15/16 0:00,,3,3504,Exceptional-A,Very Good,Common Brick,Built Up,Hardwood,1,2,4261,1830 24TH STREET NW,WASHINGTON,DC,20008,4100
3,1,Y,1,11,5,2016,1/15/16 0:00,900000,2,3098,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,6870,4010 ARGYLE TERRACE NW,WASHINGTON,DC,20011,2600
1,1,N,1,6,2,,1/15/16 0:00,,2,700,Average,Fair,Common Brick,Metal- Sms,Hardwood,1,0,713,1008 LAMONT STREET NW,WASHINGTON,DC,20010,3100
1,0,Y,1,5,2,2013,1/15/16 0:00,399000,4,1080,Above Average,Good,Brick Veneer,Comp Shingle,Hardwood,1,1,4000,17 LONGFELLOW STREET NE,WASHINGTON,DC,20011,9505
1,1,N,1,8,4,,1/15/16 0:00,499000,3,1504,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,2154,1310 ALLISON STREET NE,WASHINGTON,DC,20017,9503
3,1,Y,1,8,3,2015,1/15/16 0:00,510000,4,1012,Average,Very Good,Wood Siding,Comp Shingle,Hardwood,1,0,2963,3810 22ND STREET NE,WASHINGTON,DC,20018,9400
1,0,Y,1,8,3,2010,1/15/16 0:00,399999,6,2160,Average,Good,Vinyl Siding,Comp Shingle,Wood Floor,1,0,6249,5119 LEE STREET NE,WASHINGTON,DC,20019,7806
2,1,Y,1,6,4,2015,1/15/16 0:00,334950,6,1160,Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,3270,1436 41ST STREET SE,WASHINGTON,DC,20020,9902
1,0,Y,1,5,2,2016,1/15/16 0:00,289995,3,900,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,993,1321 DEXTER TERRACE SE,WASHINGTON,DC,20020,7407
4,0,N,4,8,4,,1/15/16 0:00,,3,2720,Above Average,Average,Common Brick,Built Up,Hardwood,4,0,3402,1733 MINNESOTA AVENUE SE,WASHINGTON,DC,20020,7601
2,0,Y,1,8,5,2006,1/15/16 0:00,265000,6,1576,Above Average,Good,Wood Siding,Comp Shingle,Hardwood,1,0,3975,142 WILMINGTON PLACE SE,WASHINGTON,DC,20032,9803
2,0,N,1,7,3,,1/15/16 0:00,135000,2,1008,Average,Average,Common Brick,Clay Tile,Wood Floor,1,0,3683,1217 CONGRESS STREET SE,WASHINGTON,DC,20032,7304
2,0,Y,,5,2,2014,1/15/16 0:00,158541,2,,,,,,,,0,1658,,,,20020,7504
2,1,Y,,4,2,,1/15/16 0:00,675000,3,,,,,,,,1,1906,,,,20016,801
1,0,Y,,4,1,1980,1/15/16 0:00,280000,4,,,,,,,,0,145,,,,20037,5600
1,0,Y,,3,1,,1/15/16 0:00,490000,4,,,,,,,,1,465,,,,20009,4202
2,0,Y,,4,1,2005,1/15/16 0:00,854900,3,,,,,,,,1,400,,,,20009,5201
2,0,Y,,4,2,,1/15/16 0:00,395000,2,,,,,,,,0,616,,,,20002,7901
1,0,Y,,4,2,2008,1/15/16 0:00,218000,3,,,,,,,,0,980,,,,20020,7604
1,0,Y,,3,1,,1/15/16 0:00,145500,2,,,,,,,,0,1145,,,,20020,7603
2,0,Y,,5,3,1978,1/15/16 0:00,495000,3,,,,,,,,0,936,,,,20016,801
1,0,Y,,3,1,2005,1/15/16 0:00,460000,4,,,,,,,,0,144,,,,20009,4400
1,0,N,,4,2,1981,1/15/16 0:00,550000,2,,,,,,,,0,722,,,,20009,4001
